TimeStamp,HMDPos,HMDRot,LeftControllerPos,LeftControllerRot,RightControllerPos,RightControllerRot,WaistPos,WaistRot,LeftHandPos,LeftHandRot,RightHandPos,RightHandRot,LeftFootPos,LeftFootRot,RightFootPos,RightFootRot
00:00:00.20,(0.00, 1.12, 0.00),(0.00, 0.00, 0.00),(-0.25, 1.00, 0.00),(0.00, 0.00, 0.00),(0.25, 1.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.40,(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(-0.25, 1.00, 0.00),(0.00, 0.00, 0.00),(0.25, 1.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.51,(1.57, 1.20, 0.00),(332.02, 51.97, 359.60),(-0.25, 1.00, 0.00),(0.00, 0.00, 0.00),(0.25, 1.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.62,(1.57, 1.20, 0.00),(332.04, 51.98, 359.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.73,(1.57, 1.20, 0.00),(332.04, 51.98, 359.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.84,(1.57, 1.20, 0.00),(332.04, 51.98, 359.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.96,(1.57, 1.20, 0.00),(332.04, 51.98, 359.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.107,(1.57, 1.20, 0.00),(332.04, 51.98, 359.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.118,(1.57, 1.20, 0.00),(332.04, 51.98, 359.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
00:00:00.129,(1.57, 1.20, 0.00),(332.04, 51.98, 359.60),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.00, 0.00),(0.00, 0.48, 0.00),(0.00, 0.00, 0.00),(0.00, 0.76, -0.29),(0.00, 0.00, 0.00),(0.00, 0.18, -0.32),(0.00, 0.00, 0.00),(0.00, 0.18, 0.40),(0.00, 0.00, 0.00),(0.00, 0.76, 0.34),(0.00, 0.00, 0.00)
